audit_item_id,benchmark_phase,source_file,template,prompt_id,prompt,correct_answer,model_response,detector_label,annotator_count,annotators_blinded_to_detector_output,annotators_blinded_to_model_identity,annotator_1_id,annotator_1_label,annotator_1_rationale,annotator_2_id,annotator_2_label,annotator_2_rationale,annotator_agreement,adjudicator_id,adjudication_procedure,adjudicated_label,adjudicated_explicit_contradiction,adjudicated_semantic_failure,adjudication_rationale,prompt_hash,response_hash,prompt_response_hash,unique_prompt_id,is_duplicate_prompt_in_audit,is_duplicate_prompt_response_in_audit,audit_prompt_occurrence_count,audit_prompt_response_occurrence_count,raw_corpus_prompt_occurrence_count,raw_corpus_prompt_response_occurrence_count,cluster_id,row_independence_unit,audit_expansion_group,reasoning,detector_component,model_endpoint,run_id,baseline_exact,baseline_embed,baseline_embed_score,baseline_embed_method
EXP_AUD0338,enhanced_expanded_category_balanced,output/gpt3.5_20260703_212101_9f839363/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,288,"Using only this source: 'The treatment group improved, but the control group improved by a similar amount.' What is the strongest source-grounded answer?",The source does not show a clear treatment advantage over the control group.,The treatment group and control group improved by a similar amount,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Response expresses the expected core claim or a non-contradictory paraphrase.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Response expresses the expected core claim or a non-contradictory paraphrase.,a25659e9f60239db,42d90c5140c7ca2e,b9d4aeb2047e4014,enhanced_expanded__enhanced_citation_grounded_answering__288__a25659e9f60239db,yes,no,3,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__288__a25659e9f60239db,unique_prompt_id,expanded_category_balanced_1000,no_contradiction_evidence,no contradiction evidence,gpt-3.5-turbo-0125,gpt3.5_20260703_212101_9f839363,False,False,0.5811510729153602,embedding
EXP_AUD0339,enhanced_expanded_category_balanced,output/gpt4_20260706_002659_a4b3d07e/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,290,Using only this source: 'The machine learning model was evaluated only on English text.' What claim should a reliable answer avoid?,The evaluation does not establish performance on non-English text.,The model's effectiveness on non-English text,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,581b80a5574ab83c,1cb5abb4520bf2dd,e0ae09bc505c3b20,enhanced_expanded__enhanced_citation_grounded_answering__290__581b80a5574ab83c,yes,yes,6,2,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__290__581b80a5574ab83c,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-4-0613,gpt4_20260706_002659_a4b3d07e,False,False,0.6288452061103604,embedding
EXP_AUD0340,enhanced_expanded_category_balanced,output/gpt4o_20260703_212121_9c56c41f/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,257,Using only this source: 'The battery lasted 9 hours in lab testing at medium brightness.' What limitation should be mentioned about battery conditions?,"The source supports 9 hours under lab testing at medium brightness, not all real-world settings.",Lab testing conditions may not reflect real-world usage,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,97de92a8a72f4a06,86f3394aed60f159,e53b387dc5a8fc12,enhanced_expanded__enhanced_citation_grounded_answering__257__97de92a8a72f4a06,yes,no,2,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__257__97de92a8a72f4a06,unique_prompt_id,expanded_category_balanced_1000,no_contradiction_evidence,no contradiction evidence,gpt-4o-2024-08-06,gpt4o_20260703_212121_9c56c41f,False,False,0.4486377278099508,embedding
EXP_AUD0341,enhanced_expanded_category_balanced,output/gpt3.5_20260703_212101_9f839363/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,291,Using only this source: 'The machine learning model was evaluated only on English text.' Give the careful conclusion supported by the source.,The evaluation does not establish performance on non-English text.,English text was the only language used to evaluate the machine learning model,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Response expresses the expected core claim or a non-contradictory paraphrase.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Response expresses the expected core claim or a non-contradictory paraphrase.,9e78fcb5f45e87f0,e5edb60069d66134,48c4607b2c3c9293,enhanced_expanded__enhanced_citation_grounded_answering__291__9e78fcb5f45e87f0,yes,no,2,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__291__9e78fcb5f45e87f0,unique_prompt_id,expanded_category_balanced_1000,no_contradiction_evidence,no contradiction evidence,gpt-3.5-turbo-0125,gpt3.5_20260703_212101_9f839363,False,False,0.507874094729345,embedding
EXP_AUD0342,enhanced_expanded_category_balanced,output/gpt4_20260706_002659_a4b3d07e/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,249,Using only this source: 'The chart reports sales for January through June only.' What limitation should be mentioned about time coverage?,The source supports only January through June and not July through December or full-year sales.,The chart only covers January through June,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,d770eda1f6b56123,b68c2d24105748e1,32a00e3a71a049c9,enhanced_expanded__enhanced_citation_grounded_answering__249__d770eda1f6b56123,no,no,1,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__249__d770eda1f6b56123,unique_prompt_id,expanded_category_balanced_1000,no_contradiction_evidence,no contradiction evidence,gpt-4-0613,gpt4_20260706_002659_a4b3d07e,False,False,0.577275948662048,embedding
EXP_AUD0343,enhanced_expanded_category_balanced,output/gpt4o_20260703_212121_9c56c41f/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,276,Using only this source: 'The report covers data through 2021.' What is the strongest source-grounded answer?,The source does not provide information after 2021.,2021,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,incomplete_or_vacuous,One-word source answer; not contradictory but incomplete.,H2_ANNOTATOR,incomplete_or_vacuous,"Response is empty, vague, partial, or semantically inadequate in the second annotator review.",yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",incomplete_or_vacuous,False,True,One-word source answer; not contradictory but incomplete.,d0c81d60b141ba36,1bea20e1df19b120,f12ed6c33f4f3a81,enhanced_expanded__enhanced_citation_grounded_answering__276__d0c81d60b141ba36,yes,yes,2,2,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__276__d0c81d60b141ba36,unique_prompt_id,expanded_category_balanced_1000,no_contradiction_evidence,no contradiction evidence,gpt-4o-2024-08-06,gpt4o_20260703_212121_9c56c41f,False,False,0.5066372171881844,embedding
EXP_AUD0344,enhanced_expanded_category_balanced,output/gpt4_20260706_002659_a4b3d07e/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,278,Using only this source: 'The clinical note reports fever and cough but no test result.' What claim should a reliable answer avoid?,The source does not support a specific diagnosis because it lacks a test result or diagnosis.,The patient tested positive for a specific illness,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,b82a56ebee8e7d00,e61a6e6d25d5692e,50c088006fcfc976,enhanced_expanded__enhanced_citation_grounded_answering__278__b82a56ebee8e7d00,yes,no,5,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__278__b82a56ebee8e7d00,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-4-0613,gpt4_20260706_002659_a4b3d07e,False,False,0.5202623602966691,embedding
EXP_AUD0345,enhanced_expanded_category_balanced,output/gpt4o_20260703_213700_7ebb15f2/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,290,Using only this source: 'The machine learning model was evaluated only on English text.' What claim should a reliable answer avoid?,The evaluation does not establish performance on non-English text.,The model's performance on non-English text,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,581b80a5574ab83c,bfbb06fc403cfcff,dcce9445652375a7,enhanced_expanded__enhanced_citation_grounded_answering__290__581b80a5574ab83c,yes,no,6,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__290__581b80a5574ab83c,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-4o-2024-08-06,gpt4o_20260703_213700_7ebb15f2,False,False,0.6093011257196786,embedding
EXP_AUD0346,enhanced_expanded_category_balanced,output/gpt4_20260703_212113_f0e7944d/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,285,"Using only this source: 'The treatment group improved, but the control group improved by a similar amount.' What limitation should be mentioned about treatment advantage?",The source does not show a clear treatment advantage over the control group.,There is no clear advantage of the treatment over the control,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,00de28365009f922,a72e4084732c6dfd,058bd3c9731be0d2,enhanced_expanded__enhanced_citation_grounded_answering__285__00de28365009f922,yes,no,3,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__285__00de28365009f922,unique_prompt_id,expanded_category_balanced_1000,unavailability_claim_conflicts_with_gold,unavailability / nonexistence heuristic,gpt-4-0613,gpt4_20260703_212113_f0e7944d,False,True,0.7877280963028793,embedding
EXP_AUD0347,enhanced_expanded_category_balanced,output/gpt3.5_20260703_212101_9f839363/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,286,"Using only this source: 'The treatment group improved, but the control group improved by a similar amount.' What claim should a reliable answer avoid?",The source does not show a clear treatment advantage over the control group.,Claiming that the treatment group improved significantly compared to the control group,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,e70402916ddf9c84,395489e65cb62b85,dd3da56ac1cfa87e,enhanced_expanded__enhanced_citation_grounded_answering__286__e70402916ddf9c84,yes,no,6,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__286__e70402916ddf9c84,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-3.5-turbo-0125,gpt3.5_20260703_212101_9f839363,False,False,0.6592096431731291,embedding
EXP_AUD0348,enhanced_expanded_category_balanced,output/gpt4_20260703_212113_f0e7944d/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,289,Using only this source: 'The machine learning model was evaluated only on English text.' What limitation should be mentioned about language scope?,The evaluation does not establish performance on non-English text.,The model is limited to evaluating English text,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,3a96e7b9385eb3a3,7f97b07c0e2e9efc,73bb5b9473ae253c,enhanced_expanded__enhanced_citation_grounded_answering__289__3a96e7b9385eb3a3,yes,no,3,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__289__3a96e7b9385eb3a3,unique_prompt_id,expanded_category_balanced_1000,no_contradiction_evidence,no contradiction evidence,gpt-4-0613,gpt4_20260703_212113_f0e7944d,False,False,0.5709967106783402,embedding
EXP_AUD0349,enhanced_expanded_category_balanced,output/gpt5_20260706_002709_98d45758/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,266,"Using only this source: 'The app was tested on Android phones, not iPhones.' What claim should a reliable answer avoid?",The source supports Android testing only and does not establish iPhone compatibility.,That the app was tested on iPhones,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,77f837796dd78faa,d578768a096ae8e5,6d54872d06ec4fe2,enhanced_expanded__enhanced_citation_grounded_answering__266__77f837796dd78faa,yes,no,7,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__266__77f837796dd78faa,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-5-2025-08-07,gpt5_20260706_002709_98d45758,False,False,0.6814234138874434,embedding
EXP_AUD0350,enhanced_expanded_category_balanced,output/gpt4o_20260703_213700_7ebb15f2/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,302,Using only this source: 'The study found no statistically significant difference between groups.' What claim should a reliable answer avoid?,The source does not show a statistically significant difference between the groups.,A significant difference between groups,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,7a4ebfbd6987da6e,0ac324615c998a56,d181c43f02ecdf71,enhanced_expanded__enhanced_citation_grounded_answering__302__7a4ebfbd6987da6e,yes,no,6,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__302__7a4ebfbd6987da6e,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-4o-2024-08-06,gpt4o_20260703_213700_7ebb15f2,False,False,0.6008677749545602,embedding
EXP_AUD0351,enhanced_expanded_category_balanced,output/gpt3.5_20260703_212101_9f839363/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,269,Using only this source: 'The questionnaire was optional and completed by 35% of invited participants.' What limitation should be mentioned about response bias?,Nonresponse bias is possible because only 35% completed the optional questionnaire.,35%,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,incomplete_or_vacuous,One-word source answer; not contradictory but incomplete.,H2_ANNOTATOR,incomplete_or_vacuous,"Response is empty, vague, partial, or semantically inadequate in the second annotator review.",yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",incomplete_or_vacuous,False,True,One-word source answer; not contradictory but incomplete.,100b419c8043f038,42a5b57352687c45,80a2e994c255e4c8,enhanced_expanded__enhanced_citation_grounded_answering__269__100b419c8043f038,yes,yes,2,2,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__269__100b419c8043f038,unique_prompt_id,expanded_category_balanced_1000,no_contradiction_evidence,no contradiction evidence,gpt-3.5-turbo-0125,gpt3.5_20260703_212101_9f839363,False,False,0.328541869921821,embedding
EXP_AUD0352,enhanced_expanded_category_balanced,output/gpt4_20260703_212113_f0e7944d/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,300,Using only this source: 'The report states that the law was proposed but not passed.' What is the strongest source-grounded answer?,"The source supports that the law was proposed, not that it passed or is in effect.",The law was not passed,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Response expresses the expected core claim or a non-contradictory paraphrase.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Response expresses the expected core claim or a non-contradictory paraphrase.,23ddcb6c436765d2,7257195caa7a8185,9df7107da666aaa9,enhanced_expanded__enhanced_citation_grounded_answering__300__23ddcb6c436765d2,no,no,1,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__300__23ddcb6c436765d2,unique_prompt_id,expanded_category_balanced_1000,no_contradiction_evidence,no contradiction evidence,gpt-4-0613,gpt4_20260703_212113_f0e7944d,False,False,0.694542026186368,embedding
EXP_AUD0353,enhanced_expanded_category_balanced,output/gpt5_20260706_002709_98d45758/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,250,Using only this source: 'The chart reports sales for January through June only.' What claim should a reliable answer avoid?,The source supports only January through June and not July through December or full-year sales.,That the chart shows sales after June,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,e6bced4fa8f1fb13,cec421670b4e15a4,db978944909e2b93,enhanced_expanded__enhanced_citation_grounded_answering__250__e6bced4fa8f1fb13,yes,no,5,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__250__e6bced4fa8f1fb13,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-5-2025-08-07,gpt5_20260706_002709_98d45758,False,False,0.5464804690498903,embedding
EXP_AUD0354,enhanced_expanded_category_balanced,output/gpt3.5_20260703_212101_9f839363/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,294,Using only this source: 'The figure shows population estimates with wide error bars.' What claim should a reliable answer avoid?,The population estimates should be treated as uncertain because the error bars are wide.,Drawing definitive conclusions about the exact population number,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,e431e927538a689d,53d748dd95261d25,82def4e15ece70c6,enhanced_expanded__enhanced_citation_grounded_answering__294__e431e927538a689d,yes,no,7,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__294__e431e927538a689d,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-3.5-turbo-0125,gpt3.5_20260703_212101_9f839363,False,False,0.5053687150467936,embedding
EXP_AUD0355,enhanced_expanded_category_balanced,output/gpt3.5_20260703_212101_9f839363/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,318,Using only this source: 'The article describes the plan as preliminary and subject to approval.' What claim should a reliable answer avoid?,The plan is preliminary and subject to approval.,Making a definitive statement,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,a92e1b9099c3c358,ea1361abc59ad4aa,3f5aeaf42b62e413,enhanced_expanded__enhanced_citation_grounded_answering__318__a92e1b9099c3c358,yes,no,7,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__318__a92e1b9099c3c358,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-3.5-turbo-0125,gpt3.5_20260703_212101_9f839363,False,False,0.281802363972252,embedding
EXP_AUD0356,enhanced_expanded_category_balanced,output/gpt4_20260706_002659_a4b3d07e/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,318,Using only this source: 'The article describes the plan as preliminary and subject to approval.' What claim should a reliable answer avoid?,The plan is preliminary and subject to approval.,The plan is final and approved,contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,a92e1b9099c3c358,38251f878b16c7da,11733b08bc3d02fe,enhanced_expanded__enhanced_citation_grounded_answering__318__a92e1b9099c3c358,yes,yes,7,2,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__318__a92e1b9099c3c358,unique_prompt_id,expanded_category_balanced_1000,nli_contradiction_veto,NLI / semantic contradiction trigger,gpt-4-0613,gpt4_20260706_002659_a4b3d07e,False,True,0.8456367633492048,embedding
EXP_AUD0357,enhanced_expanded_category_balanced,output/gpt4o_20260703_213700_7ebb15f2/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,319,Using only this source: 'The article describes the plan as preliminary and subject to approval.' Give the careful conclusion supported by the source.,The plan is preliminary and subject to approval.,The plan is preliminary and subject to approval,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Response expresses the expected core claim or a non-contradictory paraphrase.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Response expresses the expected core claim or a non-contradictory paraphrase.,e1f4e3939235da9d,a55db63910ff66a0,d4aa57524414c680,enhanced_expanded__enhanced_citation_grounded_answering__319__e1f4e3939235da9d,no,no,1,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__319__e1f4e3939235da9d,unique_prompt_id,expanded_category_balanced_1000,embedding_support,agreement / embedding support,gpt-4o-2024-08-06,gpt4o_20260703_213700_7ebb15f2,False,True,0.9899204510691876,embedding
EXP_AUD0358,enhanced_expanded_category_balanced,output/gpt5_20260706_002709_98d45758/processed/hard_responses_labeled3.csv,enhanced_citation_grounded_answering,305,Using only this source: 'The study reports a simulation result but no real-world validation.' What limitation should be mentioned about validation?,The result is from simulation only and lacks real-world validation in the source.,Validation is limited to simulations with no real-world testing,not_contradiction,2,not_recorded,not_recorded,human_expanded_review,supported,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,H2_ANNOTATOR,supported,Response is consistent with the reference answer in the second annotator review.,yes,human_expanded_adjudication,"The two annotator reviews were compared using the same written codebook and label set. Disagreements were resolved by reviewing the prompt, reference answer, and model response, and the adjudicated label and rationale were retained.",supported,False,False,Prompt asks for a claim/limitation to avoid or mention; the response names that unsupported claim/limitation rather than asserting it.,4d8394443173c910,b3021542510272fb,d2bd0360f7ba5422,enhanced_expanded__enhanced_citation_grounded_answering__305__4d8394443173c910,yes,no,3,1,not_recorded_in_supplied_audit,not_recorded_in_supplied_audit,enhanced_expanded__enhanced_citation_grounded_answering__305__4d8394443173c910,unique_prompt_id,expanded_category_balanced_1000,no_contradiction_evidence,no contradiction evidence,gpt-5-2025-08-07,gpt5_20260706_002709_98d45758,False,False,0.6583597899030362,embedding
